user_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,poutcome,y
BA2215560,25,services,single,,no,no,no,telephone,jul,fri,662,nonexistent,no
BA2215561,28,admin.,single,,no,yes,no,cellular,jul,fri,251,nonexistent,no
BA2215562,26,services,single,high school,no,no,no,cellular,jul,fri,588,nonexistent,yes
BA2215563,28,admin.,single,high school,no,no,no,telephone,jul,fri,70,nonexistent,no
BA2215564,35,blue-collar,married,postgraduate,no,yes,no,cellular,jul,fri,1373,nonexistent,yes
BA2215565,53,blue-collar,married,postgraduate,,no,no,cellular,jul,fri,93,nonexistent,no
BA2215566,21,blue-collar,single,postgraduate,no,no,no,cellular,jul,fri,127,nonexistent,no
BA2215567,29,entrepreneur,married,junior college,no,no,no,cellular,jul,fri,462,nonexistent,no
BA2215568,33,admin.,married,undergraduate,no,no,no,cellular,jul,fri,305,nonexistent,no
BA2215569,41,self-employed,married,postgraduate,,no,no,cellular,jul,fri,46,nonexistent,no
BA2215570,39,blue-collar,married,postgraduate,no,yes,yes,telephone,jul,fri,99,nonexistent,no
BA2215571,31,blue-collar,single,undergraduate,no,no,no,cellular,jul,fri,35,nonexistent,no
BA2215572,53,technician,married,junior college,,yes,yes,cellular,jul,fri,264,nonexistent,no
BA2215573,38,entrepreneur,divorced,undergraduate,no,yes,no,cellular,jul,fri,113,nonexistent,no
BA2215574,29,admin.,single,undergraduate,,yes,no,cellular,jul,fri,837,nonexistent,no
BA2215575,29,admin.,single,undergraduate,no,yes,no,cellular,jul,fri,243,nonexistent,no
BA2215576,21,admin.,married,,no,yes,no,cellular,jul,fri,528,nonexistent,no
BA2215577,29,admin.,single,undergraduate,no,no,no,telephone,jul,fri,277,nonexistent,no
BA2215578,39,blue-collar,single,postgraduate,,no,no,telephone,jul,fri,470,nonexistent,no
BA2215579,34,blue-collar,married,postgraduate,,yes,no,cellular,jul,fri,913,nonexistent,yes
BA2215580,37,technician,married,junior college,no,no,no,cellular,jul,fri,127,nonexistent,no
BA2215581,25,technician,married,junior college,no,no,no,cellular,jul,fri,197,nonexistent,no
BA2215582,33,technician,married,junior college,no,no,yes,cellular,jul,fri,414,nonexistent,no
BA2215583,22,student,single,high school,no,no,yes,cellular,jul,fri,154,nonexistent,no
BA2215584,30,admin.,married,undergraduate,no,yes,no,cellular,jul,fri,799,nonexistent,yes
BA2215585,31,blue-collar,divorced,,no,yes,no,cellular,jul,fri,320,nonexistent,no
BA2215586,31,blue-collar,divorced,,no,yes,no,cellular,jul,fri,596,nonexistent,no
BA2215587,57,admin.,married,postgraduate,no,no,no,cellular,jul,fri,1139,nonexistent,yes
BA2215588,51,blue-collar,married,postgraduate,no,yes,no,cellular,jul,fri,227,nonexistent,no
BA2215589,44,blue-collar,divorced,postgraduate,,no,no,cellular,jul,fri,580,nonexistent,no
BA2215590,26,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,82,nonexistent,no
BA2215591,37,blue-collar,married,postgraduate,,no,no,telephone,jul,mon,179,nonexistent,no
BA2215592,44,admin.,single,postgraduate,no,no,no,cellular,jul,mon,83,nonexistent,no
BA2215593,29,self-employed,single,undergraduate,no,yes,no,cellular,jul,mon,212,nonexistent,no
BA2215594,37,technician,single,junior college,no,no,no,telephone,jul,mon,280,nonexistent,no
BA2215595,30,management,married,undergraduate,no,yes,no,cellular,jul,mon,124,nonexistent,no
BA2215596,39,technician,single,junior college,no,yes,no,telephone,jul,mon,241,nonexistent,no
BA2215597,30,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,61,nonexistent,no
BA2215598,27,blue-collar,single,postgraduate,no,yes,no,cellular,jul,mon,120,nonexistent,no
BA2215599,33,admin.,single,undergraduate,no,no,no,cellular,jul,mon,190,nonexistent,no
BA2215600,26,blue-collar,single,postgraduate,no,yes,no,cellular,jul,mon,200,nonexistent,no
BA2215601,28,blue-collar,married,postgraduate,no,no,yes,cellular,jul,mon,165,nonexistent,no
BA2215602,38,technician,married,junior college,no,yes,no,cellular,jul,mon,239,nonexistent,no
BA2215603,26,admin.,single,undergraduate,no,yes,no,cellular,jul,mon,200,nonexistent,no
BA2215604,30,technician,single,undergraduate,no,yes,no,cellular,jul,mon,463,nonexistent,no
BA2215605,54,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,144,nonexistent,no
BA2215606,34,blue-collar,married,high school,no,yes,no,telephone,jul,mon,50,nonexistent,no
BA2215607,24,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,192,nonexistent,no
BA2215608,25,services,single,high school,no,yes,no,cellular,jul,mon,75,nonexistent,no
BA2215609,39,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,123,nonexistent,no
BA2215610,24,services,married,high school,no,yes,no,cellular,jul,mon,93,nonexistent,no
BA2215611,43,admin.,married,high school,no,no,no,cellular,jul,mon,999,nonexistent,yes
BA2215612,26,services,married,high school,no,yes,yes,cellular,jul,mon,114,nonexistent,no
BA2215613,36,services,single,high school,no,yes,no,cellular,jul,mon,335,nonexistent,no
BA2215614,33,blue-collar,married,,no,yes,no,cellular,jul,mon,43,nonexistent,no
BA2215615,52,housemaid,divorced,postgraduate,,no,no,cellular,jul,mon,272,nonexistent,no
BA2215616,39,admin.,single,undergraduate,no,yes,no,cellular,jul,mon,589,nonexistent,no
BA2215617,59,retired,married,postgraduate,,no,no,cellular,jul,mon,91,nonexistent,no
BA2215618,27,student,single,high school,,yes,no,cellular,jul,mon,54,nonexistent,no
BA2215619,55,entrepreneur,married,undergraduate,no,yes,no,cellular,jul,mon,322,nonexistent,no
BA2215620,25,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,78,nonexistent,no
BA2215621,48,services,divorced,high school,no,yes,no,cellular,jul,mon,72,nonexistent,no
BA2215622,54,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,168,nonexistent,no
BA2215623,22,blue-collar,single,postgraduate,no,yes,no,telephone,jul,mon,110,nonexistent,no
BA2215624,60,retired,married,undergraduate,no,yes,no,cellular,jul,mon,120,nonexistent,no
BA2215625,35,blue-collar,married,,no,yes,no,cellular,jul,mon,149,nonexistent,no
BA2215626,26,admin.,divorced,postgraduate,no,no,no,cellular,jul,mon,489,nonexistent,no
BA2215627,31,services,single,high school,no,no,yes,telephone,jul,mon,1425,nonexistent,no
BA2215628,43,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,24,nonexistent,no
BA2215629,30,technician,single,undergraduate,no,yes,no,telephone,jul,mon,218,nonexistent,no
BA2215630,33,blue-collar,married,,no,no,yes,cellular,jul,mon,78,nonexistent,no
BA2215631,27,technician,single,junior college,no,no,no,cellular,jul,mon,93,nonexistent,no
BA2215632,20,student,single,high school,no,yes,no,cellular,jul,mon,100,nonexistent,no
BA2215633,41,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,257,nonexistent,no
BA2215634,50,blue-collar,married,postgraduate,,yes,yes,cellular,jul,mon,140,nonexistent,no
BA2215635,28,blue-collar,married,postgraduate,,no,yes,cellular,jul,mon,145,nonexistent,no
BA2215636,30,management,single,undergraduate,no,yes,no,telephone,jul,mon,90,nonexistent,no
BA2215637,33,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,122,nonexistent,no
BA2215638,36,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,97,nonexistent,no
BA2215639,24,admin.,single,junior college,no,yes,no,cellular,jul,mon,357,nonexistent,no
BA2215640,40,management,married,undergraduate,no,yes,no,cellular,jul,mon,638,nonexistent,yes
BA2215641,45,admin.,married,undergraduate,,yes,no,cellular,jul,mon,478,nonexistent,no
BA2215642,48,services,divorced,high school,no,no,yes,telephone,jul,mon,118,nonexistent,no
BA2215643,29,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,166,nonexistent,no
BA2215644,32,technician,married,junior college,no,no,no,cellular,jul,mon,203,nonexistent,no
BA2215645,36,self-employed,single,undergraduate,no,no,no,cellular,jul,mon,84,nonexistent,no
BA2215646,32,admin.,divorced,postgraduate,no,yes,no,cellular,jul,mon,118,nonexistent,no
BA2215647,32,admin.,single,high school,,no,yes,cellular,jul,mon,169,nonexistent,no
BA2215648,26,admin.,married,high school,no,yes,no,cellular,jul,mon,176,nonexistent,no
BA2215649,36,self-employed,single,undergraduate,no,no,no,cellular,jul,mon,195,nonexistent,no
BA2215650,29,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,101,nonexistent,no
BA2215651,28,technician,married,postgraduate,no,,,cellular,jul,mon,153,nonexistent,no
BA2215652,25,technician,single,junior college,no,yes,no,cellular,jul,mon,519,nonexistent,no
BA2215653,51,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,227,nonexistent,no
BA2215654,50,entrepreneur,married,postgraduate,,no,no,cellular,jul,mon,394,nonexistent,no
BA2215655,28,technician,married,postgraduate,no,yes,no,cellular,jul,mon,236,nonexistent,no
BA2215656,35,blue-collar,married,postgraduate,,no,yes,cellular,jul,mon,180,nonexistent,no
BA2215657,48,services,divorced,high school,no,no,yes,cellular,jul,mon,88,nonexistent,no
BA2215658,30,technician,single,undergraduate,no,no,no,cellular,jul,mon,89,nonexistent,no
BA2215659,30,admin.,single,undergraduate,no,yes,yes,cellular,jul,mon,317,nonexistent,no
BA2215660,34,technician,divorced,junior college,no,yes,no,cellular,jul,mon,172,nonexistent,no
BA2215661,27,admin.,single,high school,,no,no,cellular,jul,mon,1105,nonexistent,yes
BA2215662,27,self-employed,single,junior college,no,no,no,cellular,jul,mon,553,nonexistent,no
BA2215663,26,technician,single,high school,no,yes,no,cellular,jul,mon,538,nonexistent,no
BA2215664,29,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,808,nonexistent,no
BA2215665,38,blue-collar,divorced,high school,no,yes,no,cellular,jul,mon,91,nonexistent,no
BA2215666,36,admin.,divorced,undergraduate,no,yes,no,cellular,jul,mon,130,nonexistent,no
BA2215667,30,management,single,undergraduate,no,yes,no,cellular,jul,mon,96,nonexistent,no
BA2215668,46,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,76,nonexistent,no
BA2215669,35,technician,married,junior college,no,no,yes,cellular,jul,mon,554,nonexistent,no
BA2215670,49,management,married,undergraduate,no,yes,no,cellular,jul,mon,184,nonexistent,no
BA2215671,30,technician,single,undergraduate,no,yes,yes,cellular,jul,mon,126,nonexistent,no
BA2215672,46,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,124,nonexistent,no
BA2215673,27,blue-collar,single,postgraduate,no,no,no,cellular,jul,mon,316,nonexistent,no
BA2215674,27,blue-collar,single,postgraduate,no,yes,no,cellular,jul,mon,405,nonexistent,no
BA2215675,40,self-employed,married,high school,no,no,no,cellular,jul,mon,521,nonexistent,no
BA2215676,59,blue-collar,married,postgraduate,,,,cellular,jul,mon,416,nonexistent,no
BA2215677,46,management,single,undergraduate,no,yes,no,cellular,jul,mon,93,nonexistent,no
BA2215678,49,management,married,undergraduate,,yes,no,cellular,jul,mon,37,nonexistent,no
BA2215679,31,blue-collar,single,high school,no,no,no,cellular,jul,mon,42,nonexistent,no
BA2215680,47,technician,single,junior college,,no,no,cellular,jul,mon,171,nonexistent,no
BA2215681,26,admin.,married,high school,no,no,no,cellular,jul,mon,455,nonexistent,no
BA2215682,36,blue-collar,married,high school,,yes,no,cellular,jul,mon,150,nonexistent,no
BA2215683,29,blue-collar,married,postgraduate,no,yes,yes,cellular,jul,mon,93,nonexistent,no
BA2215684,35,admin.,single,undergraduate,no,yes,no,cellular,jul,mon,156,nonexistent,no
BA2215685,25,admin.,single,postgraduate,no,no,no,cellular,jul,mon,66,nonexistent,no
BA2215686,30,management,single,undergraduate,no,yes,no,cellular,jul,mon,323,nonexistent,no
BA2215687,37,blue-collar,single,postgraduate,,no,no,telephone,jul,mon,37,nonexistent,no
BA2215688,36,services,divorced,high school,no,yes,no,cellular,jul,mon,226,nonexistent,no
BA2215689,29,blue-collar,married,postgraduate,no,yes,yes,cellular,jul,mon,472,nonexistent,no
BA2215690,41,blue-collar,single,undergraduate,no,no,no,cellular,jul,mon,357,nonexistent,no
BA2215691,46,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,47,nonexistent,no
BA2215692,28,admin.,single,high school,no,yes,no,cellular,jul,mon,295,nonexistent,no
BA2215693,27,technician,single,junior college,no,no,no,cellular,jul,mon,581,nonexistent,no
BA2215694,28,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,113,nonexistent,no
BA2215695,54,blue-collar,married,postgraduate,no,yes,yes,cellular,jul,mon,191,nonexistent,no
BA2215696,34,admin.,married,high school,no,yes,yes,cellular,jul,mon,193,nonexistent,no
BA2215697,34,admin.,married,high school,no,yes,no,cellular,jul,mon,38,nonexistent,no
BA2215698,55,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,108,nonexistent,no
BA2215699,40,management,married,undergraduate,no,no,no,cellular,jul,mon,77,nonexistent,no
BA2215700,53,entrepreneur,married,undergraduate,no,yes,no,cellular,jul,mon,212,nonexistent,no
BA2215701,28,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,225,nonexistent,no
BA2215702,35,entrepreneur,single,undergraduate,no,no,no,cellular,jul,mon,120,nonexistent,no
BA2215703,53,entrepreneur,married,undergraduate,no,no,no,cellular,jul,mon,304,nonexistent,no
BA2215704,57,admin.,married,undergraduate,no,no,no,cellular,jul,mon,230,nonexistent,no
BA2215705,54,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,856,nonexistent,no
BA2215706,41,admin.,married,undergraduate,no,no,yes,cellular,jul,mon,396,nonexistent,no
BA2215707,36,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,853,nonexistent,no
BA2215708,32,admin.,single,high school,,no,no,cellular,jul,mon,590,nonexistent,yes
BA2215709,35,self-employed,divorced,postgraduate,no,no,no,cellular,jul,mon,53,nonexistent,no
BA2215710,42,blue-collar,single,high school,,yes,no,cellular,jul,mon,55,nonexistent,no
BA2215711,46,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,169,nonexistent,no
BA2215712,43,admin.,married,high school,no,yes,no,cellular,jul,mon,475,nonexistent,no
BA2215713,50,blue-collar,married,postgraduate,no,no,yes,cellular,jul,mon,141,nonexistent,no
BA2215714,36,blue-collar,single,postgraduate,,no,no,cellular,jul,mon,54,nonexistent,no
BA2215715,28,admin.,single,high school,no,yes,no,cellular,jul,mon,101,nonexistent,no
BA2215716,38,management,married,high school,no,yes,no,cellular,jul,mon,54,nonexistent,no
BA2215717,38,blue-collar,single,postgraduate,no,no,yes,cellular,jul,mon,730,nonexistent,no
BA2215718,29,services,single,junior college,no,yes,no,cellular,jul,mon,105,nonexistent,no
BA2215719,39,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,533,nonexistent,no
BA2215720,34,blue-collar,married,high school,no,no,yes,cellular,jul,mon,177,nonexistent,no
BA2215721,24,admin.,married,high school,no,yes,no,cellular,jul,mon,296,nonexistent,no
BA2215722,43,admin.,married,high school,no,no,yes,cellular,jul,mon,304,nonexistent,no
BA2215723,36,technician,married,postgraduate,no,no,no,cellular,jul,mon,854,nonexistent,yes
BA2215724,41,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,103,nonexistent,no
BA2215725,35,services,divorced,high school,,no,yes,cellular,jul,mon,97,nonexistent,no
BA2215726,33,admin.,single,high school,no,no,no,cellular,jul,mon,31,nonexistent,no
BA2215727,60,admin.,married,high school,,no,yes,cellular,jul,mon,90,nonexistent,no
BA2215728,48,entrepreneur,married,postgraduate,no,no,no,cellular,jul,mon,90,nonexistent,no
BA2215729,46,services,married,high school,no,yes,no,cellular,jul,mon,170,nonexistent,no
BA2215730,27,blue-collar,married,postgraduate,no,no,yes,cellular,jul,mon,99,nonexistent,no
BA2215731,31,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,111,nonexistent,no
BA2215732,29,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,115,nonexistent,no
BA2215733,39,services,married,high school,no,yes,no,telephone,jul,mon,158,nonexistent,no
BA2215734,37,technician,divorced,junior college,no,no,yes,cellular,jul,mon,100,nonexistent,no
BA2215735,55,admin.,married,undergraduate,,no,no,cellular,jul,mon,118,nonexistent,no
BA2215736,32,admin.,married,high school,no,yes,no,telephone,jul,mon,19,nonexistent,no
BA2215737,32,admin.,married,high school,no,no,no,telephone,jul,mon,65,nonexistent,no
BA2215738,46,services,married,high school,,no,yes,cellular,jul,mon,336,nonexistent,no
BA2215739,32,services,married,high school,,no,no,cellular,jul,mon,44,nonexistent,no
BA2215740,29,services,married,high school,,no,yes,cellular,jul,mon,479,nonexistent,no
BA2215741,44,admin.,single,postgraduate,no,no,no,cellular,jul,mon,71,nonexistent,no
BA2215742,39,technician,single,junior college,no,no,no,cellular,jul,mon,617,nonexistent,yes
BA2215743,46,management,married,undergraduate,no,yes,no,cellular,jul,mon,92,nonexistent,no
BA2215744,44,housemaid,married,postgraduate,,yes,no,cellular,jul,mon,95,nonexistent,no
BA2215745,27,blue-collar,single,high school,no,yes,no,cellular,jul,mon,156,nonexistent,no
BA2215746,32,admin.,divorced,postgraduate,no,no,no,cellular,jul,mon,177,nonexistent,no
BA2215747,45,admin.,married,undergraduate,,no,yes,cellular,jul,mon,93,nonexistent,no
BA2215748,34,blue-collar,married,postgraduate,no,yes,yes,cellular,jul,mon,218,nonexistent,no
BA2215749,26,blue-collar,single,postgraduate,no,yes,no,cellular,jul,mon,369,nonexistent,no
BA2215750,29,technician,married,high school,no,no,no,cellular,jul,mon,206,nonexistent,no
BA2215751,34,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,320,nonexistent,no
BA2215752,40,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,163,nonexistent,no
BA2215753,30,admin.,single,high school,no,no,yes,cellular,jul,mon,101,nonexistent,no
BA2215754,24,admin.,single,junior college,no,yes,no,cellular,jul,mon,171,nonexistent,no
BA2215755,38,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,1039,nonexistent,yes
BA2215756,36,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,221,nonexistent,no
BA2215757,44,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,369,nonexistent,no
BA2215758,32,admin.,single,high school,,yes,no,cellular,jul,mon,141,nonexistent,no
BA2215759,44,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,574,nonexistent,yes
BA2215760,44,admin.,single,postgraduate,no,yes,yes,cellular,jul,mon,919,nonexistent,yes
BA2215761,47,services,divorced,postgraduate,,no,no,cellular,jul,mon,678,nonexistent,no
BA2215762,44,admin.,married,high school,no,no,no,cellular,jul,mon,101,nonexistent,no
BA2215763,24,student,single,high school,no,no,no,cellular,jul,mon,171,nonexistent,no
BA2215764,47,technician,married,junior college,no,no,no,cellular,jul,mon,149,nonexistent,no
BA2215765,39,admin.,married,undergraduate,no,yes,no,cellular,jul,mon,72,nonexistent,no
BA2215766,39,technician,single,junior college,no,no,no,cellular,jul,mon,65,nonexistent,no
BA2215767,41,technician,divorced,high school,no,yes,no,telephone,jul,mon,61,nonexistent,no
BA2215768,41,technician,divorced,high school,no,yes,no,cellular,jul,mon,521,nonexistent,no
BA2215769,31,admin.,single,high school,no,no,no,cellular,jul,mon,1017,nonexistent,yes
BA2215770,40,self-employed,married,high school,no,yes,no,cellular,jul,mon,51,nonexistent,no
BA2215771,24,blue-collar,single,postgraduate,no,no,yes,cellular,jul,mon,237,nonexistent,no
BA2215772,41,technician,divorced,high school,no,yes,no,cellular,jul,mon,357,nonexistent,no
BA2215773,24,blue-collar,single,postgraduate,no,yes,yes,cellular,jul,mon,449,nonexistent,no
BA2215774,22,blue-collar,single,postgraduate,no,yes,yes,cellular,jul,mon,848,nonexistent,yes
BA2215775,38,entrepreneur,married,junior college,no,yes,no,cellular,jul,mon,356,nonexistent,no
BA2215776,27,blue-collar,single,postgraduate,no,yes,yes,cellular,jul,mon,204,nonexistent,no
BA2215777,37,admin.,single,high school,no,no,no,cellular,jul,mon,71,nonexistent,no
BA2215778,56,technician,married,junior college,no,yes,no,cellular,jul,mon,163,nonexistent,no
BA2215779,43,admin.,married,high school,no,no,yes,cellular,jul,mon,111,nonexistent,no
BA2215780,39,admin.,married,undergraduate,no,no,no,telephone,jul,mon,733,nonexistent,yes
BA2215781,40,self-employed,married,high school,no,no,no,cellular,jul,mon,353,nonexistent,no
BA2215782,43,admin.,married,high school,no,yes,no,cellular,jul,mon,119,nonexistent,no
BA2215783,40,self-employed,married,high school,no,yes,no,telephone,jul,mon,79,nonexistent,no
BA2215784,27,blue-collar,single,postgraduate,no,no,no,cellular,jul,mon,808,nonexistent,no
BA2215785,41,technician,single,undergraduate,no,yes,no,cellular,jul,mon,553,nonexistent,yes
BA2215786,43,admin.,married,high school,no,no,no,cellular,jul,mon,507,nonexistent,no
BA2215787,55,admin.,married,undergraduate,no,no,no,cellular,jul,mon,93,nonexistent,no
BA2215788,43,blue-collar,married,high school,,yes,no,cellular,jul,mon,245,nonexistent,no
BA2215789,28,technician,married,postgraduate,no,yes,no,cellular,jul,mon,1080,nonexistent,yes
BA2215790,43,blue-collar,married,high school,,no,no,cellular,jul,mon,339,nonexistent,no
BA2215791,43,services,married,high school,no,no,no,cellular,jul,mon,710,nonexistent,yes
BA2215792,40,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,824,nonexistent,no
BA2215793,29,admin.,single,undergraduate,no,yes,no,cellular,jul,mon,333,nonexistent,no
BA2215794,43,services,married,high school,no,yes,yes,cellular,jul,mon,1212,nonexistent,yes
BA2215795,32,entrepreneur,married,high school,no,yes,no,cellular,jul,mon,240,nonexistent,no
BA2215796,19,student,single,postgraduate,,yes,no,cellular,jul,mon,87,nonexistent,no
BA2215797,40,admin.,married,undergraduate,no,no,no,cellular,jul,mon,1156,nonexistent,no
BA2215798,39,self-employed,married,high school,no,no,no,cellular,jul,mon,761,nonexistent,no
BA2215799,51,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,200,nonexistent,no
BA2215800,24,blue-collar,single,postgraduate,no,yes,no,cellular,jul,mon,471,nonexistent,no
BA2215801,35,technician,married,junior college,no,no,no,cellular,jul,mon,80,nonexistent,no
BA2215802,48,services,divorced,high school,no,no,no,cellular,jul,mon,137,nonexistent,no
BA2215803,37,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,623,nonexistent,no
BA2215804,31,services,single,high school,no,no,no,cellular,jul,mon,881,nonexistent,no
BA2215805,47,housemaid,divorced,postgraduate,,no,no,cellular,jul,mon,255,nonexistent,no
BA2215806,59,entrepreneur,married,undergraduate,,no,no,cellular,jul,mon,251,nonexistent,no
BA2215807,47,housemaid,divorced,postgraduate,,no,no,cellular,jul,mon,357,nonexistent,no
BA2215808,32,services,married,postgraduate,,no,no,cellular,jul,mon,891,nonexistent,yes
BA2239485,22,blue-collar,single,,,no,no,cellular,jul,mon,228,nonexistent,no
BA2215810,56,housemaid,divorced,postgraduate,,yes,no,cellular,jul,mon,121,nonexistent,no
BA2215811,48,services,divorced,high school,no,yes,no,cellular,jul,mon,200,nonexistent,no
BA2215812,31,blue-collar,single,postgraduate,no,no,no,cellular,jul,mon,116,nonexistent,no
BA2215813,38,entrepreneur,married,undergraduate,,no,no,cellular,jul,mon,157,nonexistent,no
BA2215814,26,blue-collar,single,postgraduate,no,yes,yes,cellular,jul,mon,151,nonexistent,no
BA2215815,39,admin.,single,undergraduate,no,no,no,cellular,jul,mon,333,nonexistent,no
BA2215816,31,blue-collar,single,postgraduate,,yes,no,cellular,jul,mon,153,nonexistent,no
BA2215817,36,technician,married,,,yes,no,cellular,jul,mon,81,nonexistent,no
BA2215818,52,blue-collar,divorced,postgraduate,,yes,yes,cellular,jul,mon,410,nonexistent,no
BA2215819,35,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,56,nonexistent,no
BA2215820,32,services,married,undergraduate,no,no,no,telephone,jul,mon,691,nonexistent,yes
BA2215821,33,admin.,married,postgraduate,no,yes,yes,cellular,jul,mon,202,nonexistent,no
BA2215822,28,blue-collar,divorced,postgraduate,no,yes,yes,cellular,jul,mon,125,nonexistent,no
BA2215823,35,entrepreneur,single,undergraduate,no,yes,no,cellular,jul,mon,580,nonexistent,no
BA2215824,39,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,178,nonexistent,no
BA2215825,44,admin.,single,postgraduate,no,yes,no,cellular,jul,mon,61,nonexistent,no
BA2215826,30,admin.,single,high school,no,yes,no,telephone,jul,mon,742,nonexistent,no
BA2215827,49,admin.,married,undergraduate,,no,no,cellular,jul,mon,80,nonexistent,no
BA2215828,36,blue-collar,single,postgraduate,,yes,no,telephone,jul,mon,1877,nonexistent,yes
BA2215829,49,admin.,married,undergraduate,,yes,no,telephone,jul,mon,18,nonexistent,no
BA2215830,39,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,167,nonexistent,no
BA2215831,27,blue-collar,single,postgraduate,no,yes,no,cellular,jul,mon,295,nonexistent,no
BA2215832,35,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,181,nonexistent,no
BA2215833,37,management,married,undergraduate,no,yes,no,cellular,jul,mon,292,nonexistent,no
BA2215834,24,blue-collar,married,postgraduate,no,no,no,telephone,jul,mon,171,nonexistent,no
BA2215835,24,blue-collar,married,postgraduate,no,yes,no,cellular,jul,mon,46,nonexistent,no
BA2215836,51,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,578,nonexistent,no
BA2215837,27,admin.,single,high school,no,yes,no,cellular,jul,mon,112,nonexistent,no
BA2215838,33,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,299,nonexistent,no
BA2215839,26,admin.,married,undergraduate,no,yes,no,cellular,jul,mon,588,nonexistent,no
BA2215840,44,admin.,single,postgraduate,no,yes,yes,cellular,jul,mon,145,nonexistent,no
BA2215841,48,blue-collar,married,postgraduate,,yes,yes,cellular,jul,mon,250,nonexistent,no
BA2215842,30,technician,single,undergraduate,no,yes,yes,cellular,jul,mon,149,nonexistent,no
BA2215843,23,services,single,high school,no,yes,yes,cellular,jul,mon,129,nonexistent,no
BA2215844,25,services,single,high school,no,yes,yes,cellular,jul,mon,208,nonexistent,no
BA2215845,37,admin.,single,high school,no,no,no,cellular,jul,mon,249,nonexistent,no
BA2215846,25,technician,single,junior college,no,yes,no,cellular,jul,mon,292,nonexistent,no
BA2215847,27,technician,single,high school,no,yes,no,cellular,jul,mon,407,nonexistent,no
BA2215848,39,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,222,nonexistent,no
BA2215849,44,admin.,single,postgraduate,no,yes,no,cellular,jul,mon,50,nonexistent,no
BA2215850,41,technician,married,,no,no,no,cellular,jul,mon,250,nonexistent,no
BA2215851,44,blue-collar,married,postgraduate,,no,no,cellular,jul,mon,147,nonexistent,no
BA2215852,22,services,married,high school,,yes,no,cellular,jul,mon,100,nonexistent,no
BA2215853,29,admin.,married,high school,no,no,no,telephone,jul,mon,89,nonexistent,no
BA2215854,32,admin.,married,high school,no,yes,no,telephone,jul,mon,107,nonexistent,no
BA2215855,35,services,married,high school,no,yes,yes,cellular,jul,mon,332,nonexistent,no
BA2215856,25,blue-collar,married,postgraduate,no,no,no,cellular,jul,mon,132,nonexistent,no
BA2215857,54,retired,married,postgraduate,,yes,yes,cellular,jul,mon,320,nonexistent,no
BA2215858,42,housemaid,divorced,postgraduate,no,yes,no,cellular,jul,mon,71,nonexistent,no
BA2215859,32,blue-collar,married,postgraduate,,yes,no,cellular,jul,mon,91,nonexistent,no
BA2215860,26,housemaid,married,postgraduate,no,yes,no,cellular,jul,mon,149,nonexistent,no
BA2215861,28,blue-collar,married,high school,no,yes,no,cellular,jul,mon,392,nonexistent,no
BA2215862,56,blue-collar,married,,,yes,yes,cellular,jul,mon,210,nonexistent,no
